question,answer
What could have contributed to the cause of the accident [AccidentNumber_MIA08MA051],PILOT_IN_COMMAND
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI05LA086],Private
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_FTW04FA172],4339 Hours as of last inspection
What could have contributed to the cause of the accident [AccidentNumber_CEN16FA073],PILOT_IN_COMMAND|AbilityTorespond/compensate|EffectOnPersonnel|DecisionRelatedToCondition
What is the landing gear type of the registered aircraft involved in [AccidentNumber_MIA02LA002],Tricycle
What could have contributed to the cause of the accident [AccidentNumber_ERA15CA127],ContributedToOutcome|FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|INSTRUCTOR/CHECK_PILOT|_UNKNOWN_PERSON|PILOT_IN_COMMAND|STUDENT_PILOT|PILOT_OF_OTHER_AIRCRAFT|Notattained/maintained
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_CHI05LA109],7332 Hours at time of accident
What could have contributed to the cause of the accident [AccidentNumber_DEN01LA060],OTHER
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_FTW02LA029],Commercial
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC03LA096],5603 Hours at time of accident
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ANC02LA067],WILLIAM J. FITZGERALD
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI01LA079],Continental
What is the engine type of the registered aircraft involved in [AccidentNumber_ATL05TA055],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_ERA12LA131],Notused/operated|Design|ContributedToOutcome|DecisionRelatedToCondition|Response/compensation|EffectOnEquipment|EffectOnOperation|COMPANY_MAINTENANCE_PERSONNEL|OWNER/BUILDER
What could have contributed to the cause of the accident [AccidentNumber_SEA08LA068],Response/compensation|EffectOnEquipment|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|Failure|NotSpecified
What is the aircraft category of the registered aircraft involved in [AccidentNumber_SEA04LA062],Airplane
Who is the registered owner of the registered aircraft involved in [AccidentNumber_NYC04LA041],Richard Hughes
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX03LA081],Lycoming
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_MIA02LA058],Rotax
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX01LA089],Tailwheel
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_IAD05LA030],Normal
What could have contributed to the cause of the accident [AccidentNumber_SEA92LA025],OTHER
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_SEA02LA049],Class 1 Valid Medical--w/ waivers/lim.
What could have contributed to the cause of the accident [AccidentNumber_ERA09CA434],Attain/maintainNotPossible|Notattained/maintained|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN04LA144],___Unknown___AirworthinessCertificate
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX04LA084],Retractable-Tricycle
What could have contributed to the cause of the accident [AccidentNumber_ERA15CA117],Response/compensation|EffectOnOperation|AbilityTorespond/compensate|INSTRUCTOR/CHECK_PILOT|OWNER/BUILDER|PILOT_IN_COMMAND|STUDENT_PILOT|PASSENGER|Notattained/maintained
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_IAD04LA029],Class 3 Valid Medical--w/ waivers/lim.
What could have contributed to the cause of the accident [AccidentNumber_GAA17CA168],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Incorrectuse/operation|Damaged/degraded|Malfunction
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC04LA151],Private
What could have contributed to the cause of the accident [AccidentNumber_FTW96LA142],CHECK_PILOT|OTHERPERSON|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_LAX01FA134],M & S Air Supply
What could have contributed to the cause of the accident [AccidentNumber_BFO88LA041],OTHER
What could have contributed to the cause of the accident [AccidentNumber_ANC92LA056],OTHER|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_ATL90GA023],PILOT_IN_COMMAND|OTHER|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|OTHERGOVTORGANIZATION
What could have contributed to the cause of the accident [AccidentNumber_FTW99FA041],UNKNOWN|PILOT_IN_COMMAND
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_LAX01LA089],Experimental
What could have contributed to the cause of the accident [AccidentNumber_BFO93LA039],OTHER|OTHER
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI03LA001],Class 3 Valid Medical--w/ waivers/lim.
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW02LA029],Multi-engineLand;Single-engineLand
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL02LA149],Normal
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_IAD04CA009],"Installed, not activated"
What could have contributed to the cause of the accident [AccidentNumber_FTW85LA276],OTHER|MANUFACTURER
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_SEA02LA046],Multi-engineLand;Single-engineLand
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA02LA002],IO-360-L2A
What is the operator of the registered aircraft involved in [AccidentNumber_DEN04LA056],Rustin L. Pearce
What could have contributed to the cause of the accident [AccidentNumber_CHI96LA101],PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_WPR18LA002],INSTRUCTOR/CHECK_PILOT|OWNER/BUILDER|PILOT_IN_COMMAND|STUDENT_PILOT|PASSENGER|ContributedToOutcome|DecisionRelatedToCondition|EffectOnOperation|Response/compensation|Incorrectuse/operation
What is the engine model of the registered aircraft involved in [AccidentNumber_DEN04LA144],O-360-A1P
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA03LA035],Multi-engineLand;Single-engineLand
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI04LA097],TextronLycoming
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_LAX03CA274],___Unknown___AirframeTotalTime
What could have contributed to the cause of the accident [AccidentNumber_MIA89FA096],OTHER
What could have contributed to the cause of the accident [AccidentNumber_WPR14CA379],PILOT_IN_COMMAND|GROUNDCREW|PILOT_OF_OTHER_AIRCRAFT|FLIGHTCREW|STUDENT_PILOT
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_LAX03TA043],"Installed, not activated"
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_FTW02LA137],"Installed, activated, did not aid in locating accident"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX02LA074],Pitts|Aviat
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW04LA226],Annual
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI01LA061],Class 3 Valid Medical--w/ waivers/lim.
What is the aircraft category of the registered aircraft involved in [AccidentNumber_NYC04LA099],Airplane
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_NYC01LA198],Rotax
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_IAD03FA035],Single-engineLand
When was the last inspection of the registered aircraft involved in [AccidentNumber_IAD05LA030],Annual
What is the operating certificate held by the registered aircraft involved in [AccidentNumber_ANC02LA019],Commuter Air Carrier
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DEN01LA059],Multi-engineLand;Single-engineLand
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX01LA164],Cessna
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX02LA147],AirTractor
What could have contributed to the cause of the accident [AccidentNumber_CHI82DA147],OTHERPERSON|OTHER
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC03LA009],23 Hours at time of accident
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_IAD05LA051],Continental
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX05CA129],2Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_CHI08CA032],OTHER|OTHER|OTHERPERSON|OTHER
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_MIA02LA165],Multi-engineLand;Single-engineLand
What is the operating certificate held by the registered aircraft involved in [AccidentNumber_ATL01LA063A],___Unknown___OperatingCertificatesHeld
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_FTW04FA052],"Installed, not activated"
What is the operator of the registered aircraft involved in [AccidentNumber_MIA02FA079],George J. Apostle
What could have contributed to the cause of the accident [AccidentNumber_ANC90FA105],PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_MIA03CA103],Lycoming
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW01LA073],Multi-engineLand;Single-engineLand;Single-engineSea
What could have contributed to the cause of the accident [AccidentNumber_SEA87LA001],OTHERPERSON|OTHER|OTHER
What could have contributed to the cause of the accident [AccidentNumber_SEA85LA102],OTHERPERSON|OTHER|OTHER
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_CHI04LA187],Single-engineLand
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI04LA187],Beech
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DFW05LA116],Walter
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_SEA04LA134],Cessna
What could have contributed to the cause of the accident [AccidentNumber_CHI92FA228],PILOT_IN_COMMAND
What is the engine type of the registered aircraft involved in [AccidentNumber_SEA04LA097],1Reciprocating
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_SEA02LA117],Commercial
What could have contributed to the cause of the accident [AccidentNumber_WPR13CA179],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|Response/compensation|EffectOnEquipment|EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|AbilityTorespond/compensate|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
Who is the registered owner of the registered aircraft involved in [AccidentNumber_CHI01LA306],Kenneth L. McGirr
What is the aircraft category of the registered aircraft involved in [AccidentNumber_FTW03LA034],Airplane
What could have contributed to the cause of the accident [AccidentNumber_ERA13LA151],EffectOnOperation|NotSpecified|ContributedToOutcome|DecisionRelatedToCondition|FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|INSTRUCTOR/CHECK_PILOT|_UNKNOWN_PERSON|PILOT_IN_COMMAND|STUDENT_PILOT|PILOT_OF_OTHER_AIRCRAFT
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX02LA074],Tailwheel
What is the aircraft model of the registered aircraft involved in [AccidentNumber_CHI03LA032],PA-34-200
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX04LA199],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_ERA10LA389],OWNER/BUILDER|PILOT_IN_COMMAND|PASSENGER|NotSpecified|Incorrectuse/operation|Unintentionaluse/operation
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX04CA236],PA-28-181
What is the engine type of the registered aircraft involved in [AccidentNumber_NYC03LA145],1Reciprocating
