question,answer
What is the first event associated with [AccidentNumber_MKC87LA053]?,LOSS_OF_ENGINE_POWER
What is the landing gear associated with [Registration_N4123K]?,Retractable-Tricycle
In which country did [AccidentNumber_CHI03LA326] occur?,MN
What is the aircraft manufacturer associated with [Registration_N4249C]?,Cessna
What [instrument rating] does [Pilot_FTW01LA067] have?,Airplane
What medical certification does [Pilot_CHI01LA081] have?,Class 3 Valid Medical--w/ waivers/lim.
What is the aircraft issue that caused [AccidentNumber_FTW01LA057]?,___Unknown___AircraftIssue
What is the aircraft damage associated with [AccidentNumber_ATL05CA019]?,Substantial
What is the Federal Aviation Regulation associated with [AccidentNumber_DEN04FA043]?,Part91GeneralAviation-Personal
In which country did [AccidentNumber_NYC03LA003] occur?,MA
What is the aircraft manufacturer associated with [Registration_N67524]?,Cessna
What instructor rating does [Pilot_LAX04CA222] have?,Airplane Single-engine; Instrument Airplane
What is the aircraft damage associated with [AccidentNumber_LAX05CA129]?,Substantial
What is the landing gear associated with [Registration_N15723]?,Retractable-Tricycle
What caused [AccidentNumber_LAX87FA286]?,AEROBATICS|MAINTENANCECOMPLIANCEWITHAD|JUDGMENT|FLIGHTCONTROLS|MAINTENANCEANNUALINSPECTION
What is the first event associated with [AccidentNumber_MIA05LA066]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the Flight Crew associated with [AccidentNumber_NYC02LA070]?,PILOT_IN_COMMAND(CFI)|PILOT_IN_COMMAND
What caused [AccidentNumber_MIA02LA077]?,DIRECTIONALCONTROL
What is the total injury associated with [AccidentNumber_LAX03LA163]?,3 None
What is the instrument flight rules approach associated with [AccidentNumber_SEA04LA077]?,___Unknown___InstrumentFlightRulesApproach
What is the Flight Crew associated with [AccidentNumber_LAX88LA147]?,PILOT_IN_COMMAND
What is the airplane rating associated with [Pilot_ATL01LA046]?,Multi-engineLand;Single-engineLand
In which country did [AccidentNumber_FTW02LA136] occur?,TX
What is the condition of light associated with [AccidentNumber_FTW04FA029]?,Day
What caused [AccidentNumber_NYC05CA090]?,DIRECTIONALCONTROL|RECOVERYFROMBOUNCEDLANDING
What is the crew injury associated with [AccidentNumber_ANC03LA025]?,1 None
What medical certification does [Pilot_SEA02LA046] have?,Class 3 Valid Medical--w/ waivers/lim.
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI03LA145]?,Part91GeneralAviation-Personal
What certificate does [Pilot_DFW05CA144] have?,AirlineTransport;FlightInstructor
What is the first event associated with [AccidentNumber_MKC85FA042]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the total injury associated with [AccidentNumber_FTW03LA102]?,1 None
What is the Flight Crew associated with [AccidentNumber_SEA95FA111]?,PILOT_IN_COMMAND
What is the condition of light associated with [AccidentNumber_DEN04LA017]?,Day
What is the first event associated with [AccidentNumber_BFO88LA043]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the first event associated with [AccidentNumber_NYC02LA091]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the second event associated with [AccidentNumber_CHI96LA267]?,FORCED_LANDING
What passanger injury is associated with [AccidentNumber_FTW04LA105]?,1 None
What is the restraint used associated with [Pilot_LAX04LA199]?,"Seatbelt, Shoulder harness"
What does [Registration_N3146S] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident"
What is the first event associated with [AccidentNumber_SEA85FA001]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What caused [AccidentNumber_DEN00LA014]?,OBJECT|LACKOFTOTALEXPERIENCEINTYPEOFAIRCRAFT|DIRECTIONALCONTROL
What caused [AccidentNumber_DEN91FA065]?,AIRSPEEDVMC|AIRCRAFTPREFLIGHT|AIRCRAFTCONTROL
What caused [AccidentNumber_LAX07CA261]?,FLUIDFUEL|FUELMANAGEMENT
What is the engine manufacturer associated with [Registration_N172DE]?,Lycoming
What was the result of the last inspection for [Registration_N155HF]?,Annual
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI02LA018]?,Part91GeneralAviation-Personal
What is the restraint used associated with [Pilot_LAX03TA043]?,"Seatbelt, Shoulder harness"
What caused [AccidentNumber_ATL03LA029]?,FLUIDFUEL|PREFLIGHTPLANNING/PREPARATION|FUELMANAGEMENT
What is the seat occupancy associated with [Pilot_ATL05LA001]?,Right
What caused [AccidentNumber_NYC88LA071]?,OBJECT|MAINTENANCE|SUPERVISION|FLUIDFUEL|FUELSYSTEM
What is the Flight Crew associated with [AccidentNumber_LAX01LA137]?,DUAL_STUDENT
What is the seat occupancy associated with [Pilot_NYC03LA003]?,Left
What are the conditions at the accident site associated with [AccidentNumber_FTW03LA034]?,Visual Conditions
What is the runway surface condition associated with [AccidentNumber_DFW05LA026]?,Dry
What does [Registration_N7852P] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident"
What is the runway surface condition associated with [AccidentNumber_ATL02FA162]?,Wet
What environmental issue caused [AccidentNumber_LAX02LA100]?,___Unknown___EnvironmentalIssue
What is the lowest cloud condition associated with [AccidentNumber_LAX02LA077]?,Clear
What caused [AccidentNumber_FTW01LA001]?,FLUIDFUEL|TERRAINCONDITION|REFUELING
What is the landing gear associated with [Registration_N2588A]?,Tricycle
What is the total injury associated with [AccidentNumber_DEN01LA100]?,2 None
What is the runway surface type associated with [AccidentNumber_LAX01LA298]?,___Unknown___RunwaySurfaceType
What medical certification does [Pilot_SEA04LA093] have?,Class 2 Valid Medical--w/ waivers/lim.
What is the Flight Crew associated with [AccidentNumber_CHI07LA126]?,PILOT_IN_COMMAND(CFI)
What is the landing gear associated with [Registration_N22RJ]?,Retractable-Tricycle
What medical certification does [Pilot_LAX04LA199] have?,Class 3 Valid Medical--w/ waivers/lim.
What was the result of the last inspection for [Registration_N83W]?,___Unknown___TypeOfLastInspection
What aircraft category does [Registration_N9961G] belong to?,Airplane
What is the Federal Aviation Regulation associated with [AccidentNumber_FTW03LA143]?,Part91GeneralAviation-Instructional
What is the crew injury associated with [AccidentNumber_FTW04LA090]?,1 None
What engine is associated with [Registration_N3233M]?,1Reciprocating
What is the fourth event associated with [AccidentNumber_MIA92FA173]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_IAD05LA030]?,PILOT_IN_COMMAND
What aircraft category does [Registration_N2588A] belong to?,Airplane
What is the second event associated with [AccidentNumber_FTW96FA234A]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What are the conditions at the accident site associated with [AccidentNumber_SEA04LA062]?,Visual Conditions
What is the first event associated with [AccidentNumber_FTW96LA367]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What was the result of the last inspection for [Registration_N9558E]?,Annual
What is the Visual Flight Rules approach associated with [AccidentNumber_FTW04LA001]?,ForcedLanding
What caused [AccidentNumber_CHI04LA097]?,COMPENSATIONFORWINDCONDITIONS|PROCEDURES/DIRECTIVES|WEATHERCONDITION
What caused [AccidentNumber_FTW83LA132]?,FLIGHTPLANNING/DECISION|AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION|PROPERDESCENTRATE|WEATHERCONDITION
What is the aircraft issue that caused [AccidentNumber_MIA03TA036]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_LAX92LA372]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the first event associated with [AccidentNumber_FTW94LA079]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What caused [AccidentNumber_FTW85LA109]?,TERRAINCONDITION|REASONFOROCCURRENCEUNDETERMINED
What is the first event associated with [AccidentNumber_ATL99LA038]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL
What is the landing gear associated with [Registration_N1202V]?,Tricycle
What is the seat occupancy associated with [Pilot_LAX05CA252]?,___Unknown___SeatOccupied
What caused [AccidentNumber_MIA82DA103]?,LIGHTCONDITION|VISUALLOOKOUT|OBJECT|TERRAINCONDITION
What is the Flight Crew associated with [AccidentNumber_MIA05LA036]?,PILOT_IN_COMMAND
What airspace is associated with [AccidentNumber_DEN05CA001]?,ClassD
What environmental issue caused [AccidentNumber_CHI03LA143]?,___Unknown___EnvironmentalIssue
What caused [AccidentNumber_CHI97LA097]?,ENGINEASSEMBLYBEARING|UNSUITABLETERRAINORTAKEOFF/LANDING/TAXIAREA|LUBRICATINGSYSTEM|ENGINEASSEMBLYCONNECTINGROD|ENGINEASSEMBLYOTHER|MAINTENANCEINSPECTION
What passanger injury is associated with [AccidentNumber_CHI05CA085]?,1 None
What is the first event associated with [AccidentNumber_DCA92MA016]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the fourth event associated with [AccidentNumber_ATL84FA111]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the third event associated with [AccidentNumber_FTW92LA017]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the runway surface type associated with [AccidentNumber_LAX05FA193]?,Asphalt
What airworthiness certificate does [Registration_N2338V] have?,Normal
What aircraft category does [Registration_N735LX] belong to?,Airplane
What is the third event associated with [AccidentNumber_LAX95LA177]?,FORCED_LANDING
What is the first event associated with [AccidentNumber_MIA87FA220]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the second event associated with [AccidentNumber_ATL88FA070]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What passanger injury is associated with [AccidentNumber_DFW05LA115]?,1 None
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX05CA082]?,FullStop;TrafficPattern
What is the Federal Aviation Regulation associated with [AccidentNumber_MIA01LA207]?,Part91GeneralAviation-Instructional
What is the crew injury associated with [AccidentNumber_SEA04LA093]?,1 Minor
What is the Flight Crew associated with [AccidentNumber_FTW83LA132]?,PILOT_IN_COMMAND
What is the engine manufacturer associated with [Registration_N2493Q]?,Continental
What airworthiness certificate does [Registration_N19771] have?,Normal
What is the condition of light associated with [AccidentNumber_MIA01LA054]?,Day
What airspace is associated with [AccidentNumber_MIA02LA058]?,ClassG
What [instrument rating] does [Pilot_ANC03FA106] have?,Airplane
What aircraft category does [Registration_N149CJ] belong to?,Airplane
What is the Flight Crew associated with [AccidentNumber_NYC04FA100]?,PILOT_IN_COMMAND
What was the result of the last inspection for [Registration_N8393F]?,100 Hour
What caused [AccidentNumber_LAX95LA093]?,WEATHERCONDITION|RECOVERYFROMBOUNCEDLANDING|STALL/MUSH|AIRSPEED|PROPERALIGNMENT|LACKOFTOTALEXPERIENCEINKINDOFAIRCRAFT
What is the runway surface condition associated with [AccidentNumber_ATL05CA068]?,Dry
What is the engine manufacturer associated with [Registration_N9765R]?,TeledyneContinental
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX02LA037]?,___Unknown___VisualFlightRulesApproach
What is the aircraft damage associated with [AccidentNumber_LAX05LA002]?,Substantial
What is the airplane rating associated with [Pilot_FTW03LA091]?,Multi-engineLand;Single-engineLand
What environmental issue caused [AccidentNumber_NYC03LA145]?,___Unknown___EnvironmentalIssue
What is the landing gear associated with [Registration_N8199]?,Tailwheel
What is the third event associated with [AccidentNumber_LAX93LA089]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_FENCE_POST
What is the total injury associated with [AccidentNumber_DEN04LA056]?,2 Minor
What is the restraint used associated with [Pilot_MIA03LA035]?,"Seatbelt, Shoulder harness"
What engine is associated with [Registration_N310RA]?,1Reciprocating
What is the first event associated with [AccidentNumber_ANC01LA063]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the lowest cloud condition associated with [AccidentNumber_FTW03LA002]?,Clear
What is the second event associated with [AccidentNumber_FTW83LA214]?,MAIN_GEAR_COLLAPSED
What is the runway surface condition associated with [AccidentNumber_CHI01LA263]?,___Unknown___RunwaySurfaceCondition
What is the Visual Flight Rules approach associated with [AccidentNumber_ATL03LA086]?,___Unknown___VisualFlightRulesApproach
What is the airplane rating associated with [Pilot_ATL01LA063A]?,Single-engineLand
What is the Flight Crew associated with [AccidentNumber_MIA03LA176]?,PILOT_IN_COMMAND
What caused [AccidentNumber_SEA04CA151]?,REMEDIALACTION|DIRECTIONALCONTROL|AIRCRAFTHANDLING
What is the airplane rating associated with [Pilot_NYC04CA020]?,Multi-engineLand;Single-engineLand
What is the landing gear associated with [Registration_N5165M]?,Tricycle
What is the second event associated with [AccidentNumber_FTW01LA113]?,FORCED_LANDING
What medical certification does [Pilot_ATL04LA105] have?,Class 2 Without Waivers/Limitations
What does [Registration_N4835F] have in terms of an emergency locator transmitter?,___Unknown___ELT
What is the Flight Crew associated with [AccidentNumber_ANC84LA161]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_SEA92LA142]?,PILOT_IN_COMMAND
What is the seat occupancy associated with [Pilot_CHI01LA303]?,Left
What does [Registration_N6846J] have in terms of an emergency locator transmitter?,___Unknown___ELT
What caused [AccidentNumber_FTW85FA171]?,AIRSPEED|PROCEDURES/DIRECTIVES|FLUIDOIL|FLIGHTPLANNING/DECISION|EMERGENCYPROCEDURE
What is the aircraft issue that caused [AccidentNumber_SEA01LA124]?,___Unknown___AircraftIssue
What is the aircraft damage associated with [AccidentNumber_ATL04LA167]?,Substantial
What is the total injury associated with [AccidentNumber_LAX01LA164]?,2 None
In which country did [AccidentNumber_ANC02LA113] occur?,AK
What caused [AccidentNumber_FTW94FA059]?,AIRCRAFTPERFORMANCECLIMBCAPABILITY|WEATHERCONDITION|FLIGHTPLANNING/DECISION|ALTITUDE
What caused [AccidentNumber_ATL02LA148]?,DISTANCE/SPEED|PROPERTOUCHDOWNPOINT
What is the second event associated with [AccidentNumber_ANC05FA039]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_MECH_FAILURE/MALF
What is the second event associated with [AccidentNumber_CHI04CA113]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What engine is associated with [Registration_N375Z]?,1Reciprocating
What is the second event associated with [AccidentNumber_FTW99LA003]?,FORCED_LANDING
What is the clearance associated with [AccidentNumber_CHI03FA238A]?,VFR
What aircraft category does [Registration_N204RH] belong to?,Airplane
What is the first event associated with [AccidentNumber_FTW04FA172]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Flight Crew associated with [AccidentNumber_ATL97FA034]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_DFW06CA064]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the lowest cloud condition associated with [AccidentNumber_CHI02LA018]?,Clear
What instructor rating does [Pilot_DEN05CA018] have?,Airplane Single-engine
What caused [AccidentNumber_DEN04FA043]?,WEATHERCONDITION|CLEARANCE|TERRAINCONDITION|IFRPROCEDURE
What passanger injury is associated with [AccidentNumber_FTW03LA034]?,1 None
What is the crew injury associated with [AccidentNumber_LAX02LA221]?,1 None
What medical certification does [Pilot_CHI03FA238B] have?,Class 2 Valid Medical--w/ waivers/lim.
What was the result of the last inspection for [Registration_N99WD]?,Annual
What caused [AccidentNumber_FTW83LA136]?,FUELSYSTEMCARBURETOR|OBJECT|CARBURETORHEAT|WEATHERCONDITION
What caused [AccidentNumber_NYC88LA001]?,WEATHERCONDITION|TERRAINCONDITION|BRAKESNORMAL|DIRECTIONALCONTROL
What certificate does [Pilot_LAX04CA200] have?,Private
What airspace is associated with [AccidentNumber_IAD04LA019]?,ClassG
What is the second event associated with [AccidentNumber_SEA06CA001]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the first event associated with [AccidentNumber_MIA86FA053]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What is the restraint used associated with [Pilot_ATL03LA050]?,"Seatbelt, Shoulder harness"
